Name,overall,Action,Adventure,Sci-Fi,Drama,Comedy,Romance,Musical,War,Horror,History,Mystery,Thriller,Crime,Sport,Biography,Fantasy,Family,Documentary,Music,Animation,News,Western,average,Votes
Khwahish,4.1,0,0,0,4.1,0,4.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,197
Ki & Ka,5.8,0,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5407
Kick,5.3,5.3,0,0,0,5.3,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,5.3,26761
Kidnap,4.6,4.6,0,0,4.6,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,4.6,2328
Kill Dil,4.3,4.3,0,0,4.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,3927
Killer,6.3,6.3,0,0,6.3,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,6.3,124
Kinara,6.7,0,0,0,6.7,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,118
Kinare Kinare,7.1,0,0,0,7.1,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,46
King Kong,6.3,6.3,6.3,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,38
King Uncle,5.1,0,0,0,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,5.1,2735
Kirayadar,6.3,0,0,0,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,79
Kirket,7.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,7.5,270
Kis Kis Ki Kismat,2.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,140
Kis Kisko Pyaar Karoon,5.7,0,0,0,0,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,5679
Kis Kiss Ka Kissa,5.6,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,12
Kisaan,5.3,5.3,0,0,5.3,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,5.3,286
Kisan Aur Bhagwan,6.1,6.1,0,0,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,15
Kisan Kanya,6.3,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,12
Kishen Kanhaiya,5.9,5.9,0,0,5.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,618
Kismat,5.1,0,0,0,5.1,0,0,5.1,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,5.1,70
Kismat,3.7,3.7,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,451
Kismat Konnection,5.2,0,0,0,5.2,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5334
Kismet,7.4,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,93
Kismet Ka Khel,6.1,6.1,0,0,6.1,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,6.1,10
Kismet Love Paisa Dilli,4.2,0,4.2,0,0,4.2,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,4.2,557
Kismetwala,4.2,4.2,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,8
Kisna: The Warrior Poet,4.5,0,0,0,4.5,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1329
Kiss Kis Ko,4.6,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,20
Kissaa Kursee Kaa,7.1,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,128
Kisse Pyaar Karoon?,3.3,3.3,0,0,0,3.3,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,3.3,131
Kissebaaz,4.6,4.6,0,0,0,4.6,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,4.6,224
Kissi Se Na Kehna,7.4,0,0,0,0,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,603
Kitaab,7.4,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,197
Kites,6.1,6.1,0,0,6.1,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,12605
Kitne Door... Kitne Paas,4.5,0,0,0,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,299
Knock Out,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,2096
Kohinoor,6.8,6.8,6.8,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,150
Kohra,4.5,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,4.5,25
Kohraa,6.7,0,0,0,6.7,0,0,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,6.7,134
Kohraam,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,26
Kohram,5.4,5.4,0,0,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,603
Koi Aap Sa: But Lovers Have to Be Friends,5.2,0,0,0,5.2,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,232
Koi Hai,2.4,0,0,0,2.4,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,9
Koi Jaane Na,3.5,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,3.5,514
Koi Jeeta Koi Haara,7.9,0,0,0,7.9,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,16
Koi Mere Dil Mein Hai,4.7,0,0,0,4.7,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,88
Koi Mere Dil Se Poochhe,3.5,0,0,0,0,0,3.5,3.5,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,3.5,270
Koi... Mil Gaya,7.1,7.1,0,0,7.1,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,21982
Kondaveeti Raja,6.3,6.3,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,304
Kondura (The Sage from the Sea),7.4,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,51
Kora Kagaz,7.4,0,0,0,7.4,0,0,7.4,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,7.4,241
Kosa,7.3,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,15
Koshish,8.6,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,1523
Kottai Mariamman,3.8,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,20
Kottayam,6.9,0,0,0,6.9,0,6.9,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,6.9,13
Koyelaanchal,5.4,5.4,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,258
Koyla,6.2,6.2,0,0,6.2,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,8445
Kranti,7.2,7.2,7.2,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,865
Kranti,3.8,3.8,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,394
Krantikari,6.3,6.3,0,0,6.3,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,6.3,47
Krantiveer,7.4,7.4,0,0,7.4,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,7.4,1923
Krantiveer: The Revolution,4.6,4.6,0,0,4.6,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,4.6,19
Krazzy 4,4.2,0,0,0,4.2,4.2,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,4.2,2028
Krina,5.8,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,5.8,6
Krish Trish and Baltiboy: Face Your Fears,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,7.8,28
Krishan Avtaar,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,31
Krishna,4.7,4.7,0,0,4.7,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,318
Krishna Arjun,6.6,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,23
Krishna Aur Kans,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,6.5,188
Krishna Cottage,5.2,0,0,0,0,0,0,0,0,5.2,0,5.2,0,0,0,0,0,0,0,0,0,0,0,5.2,1028
Kriya,6.5,0,0,0,6.5,0,0,0,0,6.5,0,0,0,0,0,0,6.5,0,0,0,0,0,0,6.5,29
Kroadh,5.1,5.1,0,0,5.1,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,5.1,187
Krodh,4.4,4.4,0,0,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,213
Krodhi,6.5,6.5,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,0,0,0,0,0,0,0,6.5,165
Krrish,6.4,6.4,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,19091
Krrish 3,5.2,5.2,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,21272
Kshatriya,5.9,5.9,0,0,5.9,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,575
Kshay,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,302
Kucch Luv Jaisaa,4.3,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,126
Kucch To Hai,4.2,0,0,0,0,0,0,0,0,4.2,0,4.2,0,0,0,0,0,0,0,0,0,0,0,4.2,851
Kuch Der Aur,8.5,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,41
Kuch Khatta Kuch Meetha,3.8,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,15
Kuch Khatti Kuch Meethi,4.6,0,0,0,4.6,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,628
Kuch Kuch Hota Hai,7.6,0,0,0,7.6,7.6,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,49322
Kuch Kuch Locha Hai,2.5,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,794
Kuch Naa Kaho,5.4,0,0,0,5.4,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,2224
Kuch Pal Pyar Ke,4.3,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,18
Kuch Tum Kaho Kuch Hum Kahein,5.6,5.6,0,0,5.6,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,569
Kuchh Bheege Alfaaz,7.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,820
Kuchh Meetha Ho Jaye,3.4,0,0,0,0,3.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,278
Kudiyon Ka Hai Zamaana,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,70
Kudrat,6.9,0,0,0,6.9,0,6.9,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,6.9,315
Kudrat,4.5,4.5,0,0,4.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,139
Kudrat Ka Kanoon,5.1,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,5.1,46
Kuk Doo Koo,8.5,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,6
Kuku Mathur Ki Jhand Ho Gayi,5.3,0,0,0,0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,243
Kuldip Patwal: I Didn't Do It!,6.6,0,0,0,6.6,0,0,0,0,0,0,6.6,0,6.6,0,0,0,0,0,0,0,0,0,6.6,614
Kundan,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.5,16
Kundan,5.8,5.8,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,40
Kunwara,5.1,0,0,0,5.1,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,887
Kunwara Baap,7.2,0,0,0,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,368
Kunwara Paying Guest,5.7,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,7
Kurbaan,4.2,4.2,0,0,4.2,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,531
Kurbaan,5.7,5.7,0,0,5.7,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,5.7,4842
Kurukshetra,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,996
Kuselan,4.7,0,0,0,4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,4.7,915
Kushti,4.3,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,171
Kutte Ki Dum,8.9,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,10
Kya Dilli Kya Lahore,7.4,0,0,0,7.4,0,0,0,7.4,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,7.4,1844
Kya Kehna,5.9,0,0,0,5.9,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,1975
Kya Love Story Hai,3.6,0,0,0,3.6,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,346
Kya Yahi Sach Hai,6.1,0,0,0,6.1,0,0,0,0,0,0,0,6.1,6.1,0,0,0,0,0,0,0,0,0,6.1,22
Kya Yehi Pyaar Hai,3.9,0,0,0,3.9,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,441
Kyaa Kool Hai Hum,6.1,0,0,0,0,6.1,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,6.1,3296
Kyaa Kool Hain Hum 3,1.9,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,4165
Kyaa Super Kool Hain Hum,4.9,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,3748
Kyo Kii... Main Jhuth Nahin Bolta,5.4,5.4,0,0,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,2023
Kyon Ki...,5.6,0,0,0,5.6,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,3775
Kyun! Ho Gaya Na...,4.2,0,0,0,4.2,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1724
Laadla,5.8,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,5.8,1158
Laadli Laila,5.8,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,56
Laaga Chunari Mein Daag: Journey of a Woman,5.4,0,0,0,5.4,0,5.4,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,5.4,2352
Laal Kaptaan,7.3,7.3,7.3,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,4115
Laal Rang,8,0,0,0,8,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,4340
Laali Ki Shaadi Mein Laaddoo Deewana,3.4,0,0,0,3.4,3.4,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,130
Laat Saab,3.2,3.2,0,0,3.2,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,3.2,23
Laawaris,7.1,7.1,0,0,7.1,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,2230
Laawaris,4.4,4.4,0,0,4.4,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,4.4,151
Lab Kush,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,6.4,7
Ladies First,3.6,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,20
Ladies Tailor,5.8,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,27
Ladies Tailor,3.6,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,125
Ladies vs. Ricky Bahl,6,0,0,0,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,9109
Ladki,5.9,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,16
Lafange,6.2,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,6.2,22
Lafangey Parindey,5.2,5.2,0,0,5.2,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2027
Lagaan: Once Upon a Time in India,8.1,0,0,0,8.1,0,0,8.1,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,8.1,107234
Lage Raho Munna Bhai,8,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44090
Lagna Pahave Karun,6.5,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,55
Lagori,7.2,0,0,0,7.2,0,0,0,0,0,0,7.2,7.2,0,0,0,0,0,0,0,0,0,0,7.2,13
Lahoo Ke Do Rang,4.5,4.5,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,611
Lahore,6.3,6.3,0,0,6.3,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,6.3,514
Lahore Confidential,2.8,0,0,0,2.8,0,0,0,0,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,0,2.8,522
Lahu Ke Do Rang,6.1,6.1,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,87
Laila,3.4,0,0,0,0,0,0,0,0,0,0,0,3.4,3.4,0,0,0,0,0,0,0,0,0,3.4,39
Laila Majnu,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25
Laila Majnu,7.8,0,0,0,7.8,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,2701
Lajja,6.7,6.7,0,0,6.7,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,6.7,2534
Lajwanti,7.3,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,7.3,43
Lajwanti,6.9,0,0,0,6.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,17
Lakeer - Forbidden Lines,4.4,4.4,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,932
Lakeer Ka Fakeer,5.4,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,5.4,129
Lakhon Ki Baat,6.8,0,0,0,0,6.8,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,126
Lakhon Me Ek,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,69
Lakshmanrekha,4.7,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,37
Lakshmi,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
Lakshmi,7.9,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1520
Lakshya,7.9,7.9,0,0,7.9,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,21444
Lal Baadshah,3.2,3.2,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,588
Lal Bangla,5.7,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,14
Lal Kothi,6.2,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,6.2,16
Lal Patthar,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,117
Lal Quila,6.3,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,6.3,9
Lal Salaam,6.7,6.7,0,0,6.7,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,88
Lala Hardaul,7.4,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,7.4,8
Lambu Dada,4.6,4.6,0,0,4.6,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,4.6,18
Lamhaa: The Untold Story of Kashmir,5,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,626
Lamhe,7.4,0,0,0,7.4,0,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2638
Land of the Gods,7.3,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,278
Lanka,5.8,5.8,0,0,5.8,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,5.8,205
Lashkar,5.8,5.8,0,0,5.8,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,5.8,43
Lashtam Pashtam,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77
Last Chance: The Moment I Finally Embraced the Futility of Existence,8.8,0,0,0,8.8,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,10
Lateef,3.4,3.4,0,0,3.4,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,3.4,124
Lateef to laden,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,7
Latt Saheb,6.5,0,0,0,6.5,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,50
Lav Kush,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,22
Lava Kusa: The Warrior Twins,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,6.6,32
Lavanya Preeti,5.2,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,9
Laxmii,2.4,2.4,0,0,0,2.4,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,49164
Le Gaya Saddam,6.2,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,18
Le Halua Le,5.3,0,0,0,5.3,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,199
Leader,7.3,0,0,0,0,7.3,7.3,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,7.3,190
Leatherface,6.6,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,8
Leaving Home: The Life and Music of Indian Ocean,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,8.9,0,0,0,8.9,94
Lekar Hum Deewana Dil,4.9,0,0,0,0,4.9,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,679
Lekin...,7.5,0,0,0,7.5,0,0,7.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,7.5,331
Lens,6.7,0,0,0,6.7,0,0,0,0,0,0,6.7,6.7,0,0,0,0,0,0,0,0,0,0,6.7,1111
Let's Be Friends!,5.1,0,0,0,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,5.1,5207
Let's Bring Our Heroes Home,6.1,6.1,0,0,6.1,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,6.1,1404
Let's Dance,5.7,0,0,0,5.7,0,0,5.7,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,5.7,19
Let's Enjoy,6.3,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,116
Let's Talk About 'It',5.7,0,0,0,0,0,0,0,0,5.7,0,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,14
Liar's Dice,6.8,0,6.8,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,6.8,949
Libaas,8.2,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,37
LIE,5.9,5.9,5.9,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,5.9,880
Life Express,4.4,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,47
Life in a Metro,7.4,0,0,0,7.4,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,11346
Life Is Beautiful,5.4,0,0,0,0,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,45
Life Ki Aisi Ki Taisi,5.5,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,16
Life Ki Toh Lag Gayi,5.3,5.3,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,255
Life Mein Kabhie Kabhiee,5.8,0,0,0,5.8,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,5.8,271
Life Mein Time Nahi Hai Kisi Ko,7.1,0,0,0,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,23
